Protein,Regressor,Case,Normalization,Train/Test,MAPE,NRMSE,Pearson,R2,RMSE,Spearman,Pearson Improvement,Spearman Improvement
CTNNB1,Zero,AllmRNA_Mutations,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,AllmRNA_Mutations,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,AllmRNA_Mutations,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,AllmRNA_Mutations,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NMostVariableGenes_Mutations,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NRandomGenes_Mutations,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NRandomGenes_Mutations,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NRandomGenes_Mutations,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NRandomGenes_Mutations,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NRandomGenes_Mutations,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NRandomGenes_Mutations,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,NRandomGenes_Mutations,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,NRandomGenes_Mutations,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,ThousandMostVariableGenes_Mutations,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,Top100InteractionPartners_Mutations,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_CNA_Mutations,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Mutations,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Mutations,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Mutations,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Mutations,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Mutations,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Mutations,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Mutations,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Mutations,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Polynomial,MinMax,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Polynomial,MinMax,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Polynomial,TMM,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Polynomial,TMM,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Polynomial,UN,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Polynomial,UN,Test,100,0.237892873,,-0.523993375,0.886399991,,,
CTNNB1,Zero,selfmRNA_Polynomial,ZScore,Train,100,0.184356157,,-0.455242079,0.891702621,,,
CTNNB1,Zero,selfmRNA_Polynomial,ZScore,Test,100,0.237892873,,-0.523993375,0.886399991,,,
ERBB2,ElasticNet,AllInteractionPartners_Mutations,MinMax,Train,550.8908919,0.131151496,0.831092057,0.417446842,0.761825555,0.662566047,0.066549166,0.030061723
ERBB2,ElasticNet,AllInteractionPartners_Mutations,MinMax,Test,558.3758155,0.145646944,0.802594358,0.371716059,0.782757855,0.616772131,0.040778841,-0.020415508
ERBB2,ElasticNet,AllInteractionPartners_Mutations,TMM,Train,748.8362621,0.13448659,0.640202086,0.387086172,0.78129031,0.557037597,,
ERBB2,ElasticNet,AllInteractionPartners_Mutations,TMM,Test,941.5420299,0.165715798,0.451218601,0.184715865,0.888044985,0.396849594,,
ERBB2,ElasticNet,AllInteractionPartners_Mutations,UN,Train,23.60252698,0.003387814,0.999805085,0.999607301,0.019668563,0.999340562,0.235262194,0.366836239
ERBB2,ElasticNet,AllInteractionPartners_Mutations,UN,Test,2665.155653,0.537202981,0.361362167,-10.66590135,2.889532634,0.316997831,-0.40045335,-0.320189807
ERBB2,ElasticNet,AllInteractionPartners_Mutations,ZScore,Train,264.6308939,0.063096772,0.933168686,0.865218935,0.366468263,0.8654011,0.168625795,0.232896776
PTEN,ElasticNet,selfmRNA_Polynomial,ZScore,Test,329.2431673,0.130902295,0.394023643,0.13908901,0.545835119,0.402483682,-0.005201317,0
ERBB2,ElasticNet,AllmRNA_Mutations,MinMax,Train,574.9249721,0.110557655,0.848774069,0.585888927,0.642249245,0.687717912,0.084231177,0.055213588
ERBB2,ElasticNet,AllmRNA_Mutations,MinMax,Test,629.6324221,0.131592082,0.782116308,0.486665261,0.707141226,0.592214122,0.020300791,-0.044973517
ERBB2,ElasticNet,AllmRNA_Mutations,TMM,Train,284.8582076,0.048078104,0.971921957,0.921766022,0.279266067,0.932300382,,
ERBB2,ElasticNet,AllmRNA_Mutations,TMM,Test,794.873124,0.13776344,0.664277307,0.436562766,0.741131011,0.552106259,,
ERBB2,ElasticNet,AllmRNA_Mutations,UN,Train,0.37821725,5.96E-05,0.999999942,0.999999879,0.000346088,0.999998026,0.235457051,0.367493702
ERBB2,ElasticNet,AllmRNA_Mutations,UN,Test,1098.336926,0.186882486,0.58689771,-0.08674635,1.003893361,0.497184825,-0.174917808,-0.140002813
ERBB2,ElasticNet,AllmRNA_Mutations,ZScore,Train,154.0052028,0.025941352,0.990750026,0.977191247,0.150691754,0.978152533,0.226207134,0.345648209
CDH3,ElasticNet,NRandomGenes_Mutations,ZScore,Test,448.0256808,0.167848529,0.342487149,0.063494786,0.197231652,0.356068889,0.05571048,0.026595315
ERBB2,ElasticNet,NMostVariableGenes_Mutations,MinMax,Train,732.5670591,0.13789801,0.722968688,0.355968379,0.801048841,0.606026316,-0.041574203,-0.026478008
ERBB2,ElasticNet,NMostVariableGenes_Mutations,MinMax,Test,762.5950546,0.156276466,0.633265797,0.276950898,0.839638825,0.519428649,-0.128549721,-0.11775899
ERBB2,ElasticNet,NMostVariableGenes_Mutations,TMM,Train,598.7490551,0.078911821,0.904242055,0.788868432,0.458509401,0.811990171,,
ERBB2,ElasticNet,NMostVariableGenes_Mutations,TMM,Test,1231.590682,0.150186127,0.586688476,0.329734563,0.803501786,0.483379019,,
ERBB2,ElasticNet,NMostVariableGenes_Mutations,UN,Train,6.625849298,0.000877642,0.999986481,0.999972852,0.005112026,0.999933106,0.23544359,0.367428783
ERBB2,ElasticNet,NMostVariableGenes_Mutations,UN,Test,10488.72112,2.796058995,0.206108524,-795.7763598,16.10821772,0.203807587,-0.555706993,-0.433380051
ERBB2,ElasticNet,NMostVariableGenes_Mutations,ZScore,Train,354.4044355,0.063765019,0.936390004,0.862271471,0.370372572,0.87039805,0.171847112,0.237893726
CDH3,ElasticNet,selfmRNA_Polynomial,ZScore,Test,386.2819654,0.16978591,0.325758772,0.043128137,0.199455031,0.329473574,0.038982103,0
ERBB2,ElasticNet,NRandomGenes_Mutations,MinMax,Train,700.4295295,0.147014097,0.747685158,0.268130165,0.853954858,0.602742688,-0.016857733,-0.029761636
ERBB2,ElasticNet,NRandomGenes_Mutations,MinMax,Test,735.4135867,0.163199924,0.691232458,0.211790773,0.876483316,0.539436304,-0.070583059,-0.097751335
ERBB2,ElasticNet,NRandomGenes_Mutations,TMM,Train,1019.507591,0.129755764,0.673800046,0.429918519,0.753677646,0.605559804,,
ERBB2,ElasticNet,NRandomGenes_Mutations,TMM,Test,1333.05771,0.162554318,0.485900857,0.217852045,0.870824454,0.475667826,,
ERBB2,ElasticNet,NRandomGenes_Mutations,UN,Train,60.64353195,0.010798436,0.99802801,0.996036397,0.062774295,0.99433345,0.233485119,0.361829126
ERBB2,ElasticNet,NRandomGenes_Mutations,UN,Test,5151.226745,0.543921573,0.29346244,-8.403165478,2.941648908,0.277459712,-0.468353077,-0.359727926
ERBB2,ElasticNet,NRandomGenes_Mutations,ZScore,Train,292.8805128,0.061454206,0.937952991,0.872166977,0.356966401,0.86615696,0.1734101,0.233652636
CCND1,ElasticNet,AllInteractionPartners_Mutations,ZScore,Test,514.0621148,0.166373142,0.319728033,0.08674658,0.226500245,0.293887528,-0.10058422,-0.103324319
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,MinMax,Train,779.025033,0.134670074,0.738163087,0.385777519,0.782320278,0.62194354,-0.026379804,-0.010560784
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,MinMax,Test,804.4399609,0.154025049,0.642729353,0.297464971,0.827799564,0.531961906,-0.119086165,-0.105225733
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,TMM,Train,473.0932364,0.067197822,0.935673336,0.847058538,0.390402187,0.866780954,,
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,TMM,Test,1147.477782,0.148755418,0.599757396,0.34555948,0.797466943,0.494765824,,
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,UN,Train,0.660557313,6.61E-05,0.999999917,0.999999831,0.000384494,0.999997587,0.235457026,0.367493264
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,UN,Test,2040.847472,0.444497586,0.417908337,-6.913433785,2.439883236,0.376896794,-0.343907181,-0.260290845
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,ZScore,Train,390.2370817,0.054844391,0.954885417,0.898157013,0.318453088,0.904325732,0.190342526,0.271821408
CTNNB1,ElasticNet,NRandomGenes_Mutations,ZScore,Test,545.7556344,0.195942074,0.317202236,-0.037773059,0.732736209,0.30783292,0.230381784,0.179502282
ERBB2,ElasticNet,Top100InteractionPartners_Mutations,MinMax,Train,553.8808589,0.146936119,0.805692209,0.268979622,0.853498513,0.627780525,0.041149318,-0.004723799
ERBB2,ElasticNet,Top100InteractionPartners_Mutations,MinMax,Test,556.52684,0.160271516,0.797981977,0.240059674,0.860711941,0.60331008,0.03616646,-0.033877558
ERBB2,ElasticNet,Top100InteractionPartners_Mutations,TMM,Train,663.8284794,0.161460713,0.349428956,0.11745194,0.937911325,0.392438176,,
ERBB2,ElasticNet,Top100InteractionPartners_Mutations,TMM,Test,784.0603805,0.178902622,0.268909223,0.052577554,0.960556578,0.309447009,,
ERBB2,ElasticNet,Top100InteractionPartners_Mutations,UN,Train,498.3438835,0.089503021,0.853709896,0.728837995,0.51977157,0.719399601,0.089167005,0.086895277
ERBB2,ElasticNet,Top100InteractionPartners_Mutations,UN,Test,422.3185103,0.126589974,0.748136093,0.52406997,0.677398359,0.55726787,-0.013679425,-0.079919768
ERBB2,ElasticNet,Top100InteractionPartners_Mutations,ZScore,Train,508.3303192,0.093236748,0.842007873,0.705691197,0.541467474,0.709997293,0.077464982,0.077492969
PTEN,RandomForests,Top100InteractionPartners_Mutations,ZScore,Test,287.6624299,0.131550665,0.387228833,0.134963254,0.54476116,0.397288108,-0.011996128,-0.005195574
ERBB2,ElasticNet,selfmRNA,MinMax,Train,519.0597235,0.160304901,0.764542891,0.13002916,0.931118492,0.632504324,0,0
ERBB2,ElasticNet,selfmRNA,MinMax,Test,546.3013654,0.174157722,0.761815518,0.102579536,0.934748431,0.637187639,2.22E-16,0
ERBB2,ElasticNet,selfmRNA,TMM,Train,553.9128194,0.171885801,,0,0.998425226,,,
ERBB2,ElasticNet,selfmRNA,TMM,Test,581.2762635,0.186346042,,-0.027267242,1.000386594,,,
ERBB2,ElasticNet,selfmRNA,UN,Train,280.5644635,0.11076716,0.764542891,0.584596387,0.643273204,0.632504324,0,0
ERBB2,ElasticNet,selfmRNA,UN,Test,315.0114046,0.121533783,0.761815518,0.561737595,0.648967994,0.637187639,0,0
ERBB2,ElasticNet,selfmRNA,ZScore,Train,301.6951787,0.111468947,0.764542891,0.579301728,0.647350217,0.632504324,-1.11E-16,0
CDH3,ElasticNet,ThousandMostVariableGenes_Mutations,ZScore,Test,365.6865212,0.169961626,0.308104746,0.037006204,0.19987956,0.314324984,0.021328077,-0.01514859
ERBB2,ElasticNet,selfmRNA_CNA_Mutations,MinMax,Train,400.2412179,0.128228174,0.814871092,0.443066793,0.744778105,0.598879713,0.050328201,-0.033624611
ERBB2,ElasticNet,selfmRNA_CNA_Mutations,MinMax,Test,423.5216243,0.139677631,0.813437076,0.421736155,0.749335832,0.591210199,0.051621559,-0.04597744
ERBB2,ElasticNet,selfmRNA_CNA_Mutations,TMM,Train,990.9412971,0.151625469,0.476337125,0.221683701,0.880679809,0.451253809,,
ERBB2,ElasticNet,selfmRNA_CNA_Mutations,TMM,Test,999.7844664,0.165025508,0.469504389,0.19352476,0.88456359,0.443292553,,
ERBB2,ElasticNet,selfmRNA_CNA_Mutations,UN,Train,262.4393653,0.09793513,0.821808559,0.675095682,0.568810231,0.623217205,0.057265668,-0.009287119
ERBB2,ElasticNet,selfmRNA_CNA_Mutations,UN,Test,287.6513798,0.107309908,0.817527678,0.65569858,0.573736019,0.621637758,0.05571216,-0.015549881
ERBB2,ElasticNet,selfmRNA_CNA_Mutations,ZScore,Train,270.4452718,0.097759944,0.823822266,0.676260847,0.567791939,0.617414403,0.059279375,-0.015089921
PTEN,RandomForests,selfmRNA_Polynomial,ZScore,Test,409.3715906,0.131502649,0.386613489,0.130910887,0.547983576,0.406248544,-0.012611471,0.003764862
ERBB2,ElasticNet,selfmRNA_Mutations,MinMax,Train,519.0597235,0.160304901,0.764542891,0.13002916,0.931118492,0.632504324,0,0
ERBB2,ElasticNet,selfmRNA_Mutations,MinMax,Test,546.3013654,0.174157722,0.761815518,0.102579536,0.934748431,0.637187639,2.22E-16,0
ERBB2,ElasticNet,selfmRNA_Mutations,TMM,Train,553.9128194,0.171885801,,0,0.998425226,,,
ERBB2,ElasticNet,selfmRNA_Mutations,TMM,Test,581.2762635,0.186346042,,-0.027267242,1.000386594,,,
ERBB2,ElasticNet,selfmRNA_Mutations,UN,Train,280.5644635,0.11076716,0.764542891,0.584596387,0.643273204,0.632504324,0,0
ERBB2,ElasticNet,selfmRNA_Mutations,UN,Test,315.0114046,0.121533783,0.761815518,0.561737595,0.648967994,0.637187639,0,0
ERBB2,ElasticNet,selfmRNA_Mutations,ZScore,Train,301.6951787,0.111468947,0.764542891,0.579301728,0.647350217,0.632504324,-1.11E-16,0
BRCA2,ElasticNet,AllInteractionPartners_Mutations,ZScore,Test,193.4240218,0.171474766,0.2932294,0.057799439,0.187171678,0.295601057,0.375361759,0.363271896
ERBB2,ElasticNet,selfmRNA_Polynomial,MinMax,Train,477.0651924,0.134413128,0.816216709,0.388098166,0.780716406,0.632504324,0.051673818,0
ERBB2,ElasticNet,selfmRNA_Polynomial,MinMax,Test,504.1138904,0.146506511,0.81596467,0.36473545,0.785975508,0.637187639,0.054149152,0
ERBB2,ElasticNet,selfmRNA_Polynomial,TMM,Train,553.9128194,0.171885801,,0,0.998425226,,,
ERBB2,ElasticNet,selfmRNA_Polynomial,TMM,Test,581.2762635,0.186346042,,-0.027267242,1.000386594,,,
ERBB2,ElasticNet,selfmRNA_Polynomial,UN,Train,566.12471,0.095189289,0.832475679,0.693065429,0.553002207,0.632504324,0.067932788,0
ERBB2,ElasticNet,selfmRNA_Polynomial,UN,Test,612.8720499,0.104750132,0.830567582,0.67361043,0.561212792,0.637187639,0.068752064,0
ERBB2,ElasticNet,selfmRNA_Polynomial,ZScore,Train,267.9321099,0.101364806,0.809391446,0.651973245,0.588797406,0.632504093,0.044848555,-2.31E-07
ERBB3,ElasticNet,AllmRNA_Mutations,ZScore,Test,236.154151,0.18027655,0.291887805,0.002936034,0.455545887,0.324259215,-0.116632436,-0.120375222
ERBB2,LinearRegression,AllInteractionPartners_Mutations,MinMax,Train,6.42E-12,8.05E-16,1,1,4.66E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,AllInteractionPartners_Mutations,MinMax,Test,2231.849244,0.300634919,0.472450459,-1.837433746,1.598346051,0.333733049,-0.289365059,-0.303454589
ERBB2,LinearRegression,AllInteractionPartners_Mutations,TMM,Train,790.4836838,0.109612853,0.772344874,0.592823979,0.636696389,0.687630853,,
ERBB2,LinearRegression,AllInteractionPartners_Mutations,TMM,Test,7.56913E+13,82054396730,0.098371514,-5.61E+23,4.6003E+11,0.230277197,,
ERBB2,LinearRegression,AllInteractionPartners_Mutations,UN,Train,9.69E-11,1.79E-14,1,1,1.04E-13,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,AllInteractionPartners_Mutations,UN,Test,3221.739092,0.963437878,0.260096197,-48.96149789,5.193422848,0.253379257,-0.501719321,-0.383808381
ERBB2,LinearRegression,AllInteractionPartners_Mutations,ZScore,Train,7.22E-12,7.63E-16,1,1,4.43E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,AllInteractionPartners_Mutations,ZScore,Test,2151.001944,0.325649996,0.440165452,-2.43316912,1.730423073,0.33176795,-0.321650066,-0.305419688
ERBB2,LinearRegression,AllmRNA_Mutations,MinMax,Train,4.34E-12,7.31E-16,1,1,4.24E-15,0.999999961,0.235457109,0.367495638
ERBB2,LinearRegression,AllmRNA_Mutations,MinMax,Test,756.9352118,0.125793042,0.731462039,0.531145139,0.674195967,0.576752564,-0.030353478,-0.060435075
ERBB2,LinearRegression,AllmRNA_Mutations,TMM,Train,4.27E-11,1.21E-14,1,1,7.09E-14,0.999999961,,
ERBB2,LinearRegression,AllmRNA_Mutations,TMM,Test,848.3362802,0.134866587,0.67955095,0.460288244,0.726146231,0.553907589,,
ERBB2,LinearRegression,AllmRNA_Mutations,UN,Train,4.39E-12,8.82E-16,1,1,5.13E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,AllmRNA_Mutations,UN,Test,822.2766429,0.167642906,0.662440575,0.123120614,0.891156909,0.478717838,-0.099374942,-0.1584698
ERBB2,LinearRegression,AllmRNA_Mutations,ZScore,Train,4.28E-12,7.02E-16,1,1,4.08E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,AllmRNA_Mutations,ZScore,Test,723.0428141,0.123069436,0.744668017,0.551621371,0.66002634,0.589451823,-0.017147501,-0.047735816
ERBB2,LinearRegression,NMostVariableGenes_Mutations,MinMax,Train,1.06E-11,1.02E-15,1,1,5.92E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,NMostVariableGenes_Mutations,MinMax,Test,1879.436995,0.283737008,0.416792325,-1.414137542,1.512413494,0.267914634,-0.345023193,-0.369273004
ERBB2,LinearRegression,NMostVariableGenes_Mutations,TMM,Train,6.26E-12,1.15E-15,1,1,6.66E-15,0.999999958,,
ERBB2,LinearRegression,NMostVariableGenes_Mutations,TMM,Test,1207.167812,0.312441052,0.282305496,-1.976642955,1.661356315,0.23621801,,
ERBB2,LinearRegression,NMostVariableGenes_Mutations,UN,Train,6.82E-12,1.11E-15,1,1,6.43E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,NMostVariableGenes_Mutations,UN,Test,2538.57024,0.419128592,0.348026089,-4.327537061,2.240296867,0.256304729,-0.413789429,-0.380882909
ERBB2,LinearRegression,NMostVariableGenes_Mutations,ZScore,Train,6.36E-12,9.17E-16,1,1,5.33E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,NMostVariableGenes_Mutations,ZScore,Test,1511.479844,0.408350527,0.339669934,-4.649433064,2.151656423,0.2762802,-0.422145584,-0.360907439
ERBB2,LinearRegression,NRandomGenes_Mutations,MinMax,Train,4.74E-12,6.88E-16,1,1,4.00E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,NRandomGenes_Mutations,MinMax,Test,2418.938024,0.273812375,0.487666856,-1.263917763,1.454490939,0.334825835,-0.274148662,-0.302361803
ERBB2,LinearRegression,NRandomGenes_Mutations,TMM,Train,667.8611898,0.103899033,0.811735268,0.633709127,0.603269789,0.699638902,,
ERBB2,LinearRegression,NRandomGenes_Mutations,TMM,Test,5.56769E+13,1.79151E+11,0.039179192,-2.23E+24,9.74002E+11,0.301316122,,
ERBB2,LinearRegression,NRandomGenes_Mutations,UN,Train,4.62E-10,7.71E-14,1,1,4.49E-13,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,NRandomGenes_Mutations,UN,Test,12408.92923,1.86373974,0.189033113,-225.4873814,10.45146275,0.202948396,-0.572782405,-0.434239243
ERBB2,LinearRegression,NRandomGenes_Mutations,ZScore,Train,3.75E-12,5.32E-16,1,1,3.09E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,NRandomGenes_Mutations,ZScore,Test,1753.31849,0.297496078,0.438507041,-1.658200683,1.588955602,0.292274763,-0.323308477,-0.344912876
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,MinMax,Train,6.21E-12,8.06E-16,1,1,4.68E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,MinMax,Test,1143.336183,0.182734791,0.55600354,0.002280822,0.977403851,0.40149397,-0.205811977,-0.235693668
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,TMM,Train,5.97E-12,1.02E-15,1,1,5.93E-15,0.999999961,,
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,TMM,Test,1033.613792,0.193517083,0.467195948,-0.110678304,1.03414231,0.383815017,,
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,UN,Train,6.44E-12,8.27E-16,1,1,4.81E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,UN,Test,1285.435121,0.265183493,0.501795664,-1.20667976,1.415021284,0.36914373,-0.260019853,-0.268043909
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,ZScore,Train,4.41E-12,6.95E-16,1,1,4.04E-15,0.999999958,0.235457109,0.367495634
ERBB2,LinearRegression,ThousandMostVariableGenes_Mutations,ZScore,Test,1329.422853,0.207263292,0.498618836,-0.296723943,1.097171694,0.332986241,-0.263196682,-0.304201397
ERBB2,LinearRegression,Top100InteractionPartners_Mutations,MinMax,Train,493.7629396,0.089396771,0.854086513,0.729481955,0.519148454,0.72041125,0.089543621,0.087906926
ERBB2,LinearRegression,Top100InteractionPartners_Mutations,MinMax,Test,419.109498,0.12734629,0.745153578,0.518190632,0.681431952,0.550591828,-0.01666194,-0.086595811
ERBB2,LinearRegression,Top100InteractionPartners_Mutations,TMM,Train,618.15798,0.159432268,0.373445674,0.139484327,0.92609676,0.397563437,,
ERBB2,LinearRegression,Top100InteractionPartners_Mutations,TMM,Test,1952683472,49142490.92,0.181360627,-3.28E+17,222099487.8,0.266619284,,
ERBB2,LinearRegression,Top100InteractionPartners_Mutations,UN,Train,493.7629396,0.089396771,0.854086513,0.729481955,0.519148454,0.72041125,0.089543621,0.087906926
ERBB2,LinearRegression,Top100InteractionPartners_Mutations,UN,Test,419.109498,0.12734629,0.745153578,0.518190632,0.681431952,0.550591828,-0.01666194,-0.086595811
ERBB2,LinearRegression,Top100InteractionPartners_Mutations,ZScore,Train,493.7629396,0.089396771,0.854086513,0.729481955,0.519148454,0.72041125,0.089543621,0.087906926
